tile,NDVI_count,NDVI_mean,NDVI_stdev,NDVI_min,NDVI_max
tile_283000_1550200.las,100.000000000000000,0.549628986120224,0.036368178031251,0.471118271350861,0.622138917446136
tile_283000_1550300.las,100.000000000000000,0.501699998676777,0.070171012346461,0.312015801668167,0.593283414840698
tile_283000_1550400.las,100.000000000000000,0.459039368033409,0.073830176762327,0.285125702619553,0.611327826976776
tile_283000_1550500.las,100.000000000000000,0.634631853103638,0.084723590750272,0.442053020000458,0.739448368549347
tile_283000_1550600.las,100.000000000000000,0.714867634773254,0.012623012214782,0.683101356029510,0.743798792362213
tile_283000_1550700.las,100.000000000000000,0.683618814945221,0.044566811012626,0.573872745037079,0.755022585391998
tile_283000_1550800.las,100.000000000000000,0.633832515478134,0.032238200983390,0.530704379081726,0.725471258163452
tile_283000_1550900.las,100.000000000000000,0.621620576381683,0.044239290540396,0.520803868770599,0.684657216072083
tile_283000_1551000.las,100.000000000000000,0.615477761626244,0.036648391219931,0.476970016956329,0.682341337203979
tile_283000_1551100.las,100.000000000000000,0.578558319807053,0.061562029688912,0.451280206441879,0.670405328273773
tile_283000_1551200.las,100.000000000000000,0.655164769291878,0.038346946770442,0.512632250785828,0.713831067085266
tile_283000_1551300.las,100.000000000000000,0.653029020428658,0.043825934630326,0.564121365547180,0.744399487972260
tile_283000_1551400.las,100.000000000000000,0.660244266986847,0.083729304206815,0.339941889047623,0.765310227870941
tile_283000_1551500.las,100.000000000000000,0.684835045337677,0.050275378219700,0.503817081451416,0.767045855522156
tile_283000_1551600.las,100.000000000000000,0.610892353653908,0.094544537569666,0.393569797277451,0.749085366725922
tile_283000_1551700.las,100.000000000000000,0.628524611294270,0.079188113961290,0.378700435161591,0.753701329231262
tile_283000_1551800.las,100.000000000000000,0.592288482785225,0.061933426041746,0.388357847929001,0.703869462013245
tile_283000_1551900.las,100.000000000000000,0.568410480320454,0.059603217644514,0.368816852569580,0.643759965896606
tile_283100_1550000.las,100.000000000000000,0.263928125174716,0.232790530462440,0.009544908069074,0.617791354656219
tile_283100_1550100.las,100.000000000000000,0.388655872158706,0.214169246864536,0.036237262189388,0.612791955471039
tile_283100_1550200.las,100.000000000000000,0.585004211068153,0.033617487147560,0.424132049083710,0.625495612621307
tile_283100_1550300.las,100.000000000000000,0.573343959450722,0.021876599355305,0.521605074405670,0.636134803295135
tile_283100_1550400.las,100.000000000000000,0.559446755647659,0.061924809816600,0.424012422561646,0.677922666072845
tile_283100_1550500.las,100.000000000000000,0.518578671514988,0.094940060211892,0.344030380249023,0.698035478591919
tile_283100_1550600.las,100.000000000000000,0.664681485295296,0.040331437237030,0.589241623878479,0.722981214523315
tile_283100_1550700.las,100.000000000000000,0.661880176067352,0.059750585825544,0.523355901241302,0.774428904056549
tile_283100_1550800.las,100.000000000000000,0.616771631240845,0.053179583179563,0.522622942924500,0.746100366115570
tile_283100_1550900.las,100.000000000000000,0.644821267127991,0.034485566235417,0.518934965133667,0.724054932594299
tile_283100_1551000.las,100.000000000000000,0.601416156291962,0.038298700099508,0.444097787141800,0.659348070621490
tile_283100_1551100.las,100.000000000000000,0.602398456037045,0.062869661760946,0.386240005493164,0.731467962265015
tile_283100_1551200.las,100.000000000000000,0.652195596694946,0.033627465809073,0.541434347629547,0.740351200103760
tile_283100_1551300.las,100.000000000000000,0.607628040313721,0.034969502514695,0.539471924304962,0.676084876060486
tile_283100_1551400.las,100.000000000000000,0.582582910060883,0.078216914928415,0.342202812433243,0.729579329490662
tile_283100_1551500.las,100.000000000000000,0.695040372014046,0.047900534083167,0.579813599586487,0.763552367687225
tile_283100_1551600.las,100.000000000000000,0.622523796260357,0.078372122677581,0.403257220983505,0.748729944229126
tile_283100_1551700.las,100.000000000000000,0.510304076522589,0.168478094146751,0.165945068001747,0.749086201190948
tile_283100_1551800.las,100.000000000000000,0.564005821943283,0.052191970976031,0.270649522542953,0.634938597679138
tile_283100_1551900.las,100.000000000000000,0.457951356619596,0.123255568180516,0.212676420807838,0.678177237510681
tile_283200_1550000.las,100.000000000000000,-0.000580295050022,0.019215433813226,-0.032676085829735,0.035249400883913
tile_283200_1550100.las,100.000000000000000,0.032680076688994,0.022719432571182,-0.032070681452751,0.147029727697372
tile_283200_1550200.las,100.000000000000000,0.365375623963773,0.238886047227009,0.035504970699549,0.682727038860321
tile_283200_1550300.las,100.000000000000000,0.613709713220596,0.056470916254579,0.505596220493317,0.714236438274384
tile_283200_1550400.las,100.000000000000000,0.693788574934006,0.028277108356565,0.626051247119904,0.746767401695251
tile_283200_1550500.las,100.000000000000000,0.533680183589458,0.121023236544326,0.369248420000076,0.757252514362335
tile_283200_1550600.las,100.000000000000000,0.528814593255520,0.083638007078252,0.366551578044891,0.656613290309906
tile_283200_1550700.las,100.000000000000000,0.563933202028275,0.044323095950121,0.464778959751129,0.634648621082306
tile_283200_1550800.las,100.000000000000000,0.567908484935761,0.048614987746849,0.389944314956665,0.627162933349609
tile_283200_1550900.las,100.000000000000000,0.579236322045326,0.072186390875224,0.413243800401688,0.704117238521576
tile_283200_1551000.las,100.000000000000000,0.552106631100178,0.049685170414135,0.415471196174622,0.640273332595825
tile_283200_1551100.las,100.000000000000000,0.618691284954548,0.048786702427107,0.388347625732422,0.715913653373718
tile_283200_1551200.las,100.000000000000000,0.633815823197365,0.040481778739217,0.542579054832458,0.717001318931580
tile_283200_1551300.las,100.000000000000000,0.602620836496353,0.037760301279740,0.516151130199432,0.682538270950317
tile_283200_1551400.las,100.000000000000000,0.602721347808838,0.049147919460007,0.493222951889038,0.704766333103180
tile_283200_1551500.las,100.000000000000000,0.609468495547771,0.073233076074802,0.437267124652863,0.730740487575531
tile_283200_1551600.las,100.000000000000000,0.529456733465195,0.086357684381593,0.382656902074814,0.685719847679138
tile_283200_1551700.las,100.000000000000000,0.500025671720505,0.151987450198831,0.153403595089912,0.704675018787384
tile_283200_1551800.las,100.000000000000000,0.544852579534054,0.055378732494734,0.337538391351700,0.675766110420227
tile_283200_1551900.las,100.000000000000000,0.509670686125755,0.094059173532915,0.292070746421814,0.682140171527863
tile_283300_1550000.las,100.000000000000000,-0.013733604964582,0.012690968232418,-0.051098458468914,0.019281802698970
tile_283300_1550100.las,100.000000000000000,-0.021299706842692,0.020273139191240,-0.062254734337330,0.039001975208521
tile_283300_1550200.las,100.000000000000000,0.009528332153568,0.070192730504599,-0.046275474131107,0.497540056705475
tile_283300_1550300.las,100.000000000000000,0.399294859683141,0.288957036582274,-0.005980363115668,0.747132182121277
